Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_M,Reached.on.Time_Y.N
3,1,164,2,1,2,1104,0,0,0,0,1,0,1,1
4,4,157,4,1,6,4175,0,0,0,1,0,1,1,0
4,3,210,3,1,3,2742,0,0,0,0,1,0,1,1
5,3,239,4,1,3,3734,0,0,0,1,0,1,1,1
4,4,216,2,1,4,5984,0,0,1,0,1,0,0,0
5,1,261,3,1,25,3494,0,1,0,0,0,1,1,1
3,3,141,2,1,2,5923,0,1,0,0,0,1,1,0
5,3,258,5,1,4,1665,0,0,0,1,0,1,0,1
5,5,233,6,2,4,1924,0,0,0,0,0,0,0,1
3,4,209,3,2,60,2240,1,0,0,0,0,1,0,1
4,2,227,10,1,10,4619,1,0,0,0,0,0,0,0
5,1,182,5,3,6,5398,0,0,0,0,0,0,0,0
4,3,142,6,1,6,1459,0,0,0,0,0,1,1,1
4,3,160,2,2,38,1961,0,0,0,1,0,1,0,1
3,3,143,3,2,16,1343,0,0,0,0,0,1,0,1
3,4,268,2,2,4,1442,0,0,1,0,0,1,0,1
3,1,264,3,1,5,5043,0,0,0,1,0,1,0,0
4,2,145,3,2,4,5122,0,0,0,1,0,1,0,1
4,2,202,3,1,8,4575,0,0,1,0,1,0,1,1
6,1,260,4,1,6,1766,0,0,0,1,0,1,0,0
5,4,252,3,2,2,4162,1,0,0,0,0,1,1,0
4,3,225,2,1,2,4520,0,0,0,1,0,1,1,1
4,3,174,3,2,2,4069,0,0,0,1,0,1,1,1
4,3,226,6,2,10,1174,0,0,0,1,0,0,1,0
5,4,250,6,1,1,4343,0,0,0,0,0,1,0,0
5,3,135,3,3,4,5858,0,1,0,0,0,1,1,0
3,4,166,4,1,1,5533,0,0,0,1,0,0,0,1
3,3,232,2,1,5,4255,1,0,0,0,0,1,1,1
5,1,198,4,1,5,5719,1,0,0,0,0,1,0,0
4,3,183,2,1,32,3709,0,1,0,0,0,1,0,1
5,2,211,3,2,8,4962,0,0,0,1,0,0,0,0
7,3,307,4,1,1,1589,0,0,0,1,0,1,0,1
4,1,147,3,2,32,1666,1,0,0,0,0,1,1,1
3,3,220,7,1,25,2141,0,0,0,0,0,1,1,1
3,3,279,4,1,3,4620,0,0,0,1,0,1,1,0
4,5,193,4,1,33,2173,1,0,0,0,0,1,1,1
4,3,196,3,1,10,4194,0,0,1,0,0,1,0,1
6,5,148,4,1,1,5216,0,1,0,0,1,0,1,1
6,4,281,3,1,7,5180,0,0,0,0,0,1,0,0
5,2,232,3,1,5,5607,1,0,0,0,0,0,1,1
3,5,251,2,1,4,4015,0,0,0,1,0,1,1,0
7,1,250,4,1,9,1890,0,0,0,1,1,0,1,1
4,5,232,2,1,54,2526,0,0,1,0,0,1,1,1
4,5,219,5,1,2,1260,1,0,0,0,1,0,1,0
5,5,237,3,2,5,4285,1,0,0,0,1,0,1,1
3,4,150,2,1,1,4742,0,0,0,0,0,1,1,0
5,2,246,2,2,13,2652,0,0,0,1,0,1,1,1
5,4,219,5,1,5,1388,0,0,0,1,0,1,1,1
4,1,271,4,1,9,5853,0,0,0,1,0,1,1,1
4,5,205,3,2,9,4411,0,0,0,1,0,1,0,0
5,5,254,5,1,7,1967,1,0,0,0,0,1,1,0
5,3,238,5,3,7,1848,0,0,1,0,0,1,1,0
5,2,151,4,1,12,1145,0,0,0,1,0,1,1,1
3,5,175,2,1,59,1051,0,0,0,0,0,1,1,1
3,3,154,4,2,62,1616,0,0,0,1,0,0,0,1
5,1,269,3,1,5,5031,0,0,0,0,0,1,0,0
4,5,116,3,2,54,1314,1,0,0,0,0,1,1,1
4,2,239,5,1,10,1429,0,1,0,0,0,0,0,0
4,3,151,4,2,13,1583,0,0,1,0,0,1,1,1
5,1,185,2,2,10,5973,0,0,0,1,0,1,0,1
4,1,233,2,1,7,4403,0,0,0,0,0,0,1,1
3,5,195,3,2,9,4224,0,0,1,0,0,1,0,0
4,2,272,3,3,7,5927,0,0,0,1,0,1,1,0
5,3,254,5,1,10,1501,0,0,0,0,1,0,1,1
7,3,272,4,2,7,1067,0,1,0,0,0,1,1,1
3,2,180,2,3,10,4024,0,0,0,1,1,0,1,0
3,5,283,5,1,50,2848,0,0,0,1,0,1,0,1
6,3,153,6,2,7,4975,0,1,0,0,0,1,0,1
5,4,229,2,2,44,2419,1,0,0,0,0,1,0,1
6,4,287,4,2,7,1141,0,0,0,0,0,1,1,1
5,5,271,5,1,4,1667,0,0,1,0,0,0,0,0
3,1,194,4,1,64,2026,0,0,0,1,0,1,1,1
3,2,183,3,1,44,2896,1,0,0,0,0,1,0,1
4,1,236,5,2,4,1953,0,0,0,1,0,1,1,0
3,1,219,2,2,10,4390,0,1,0,0,0,1,0,1
6,4,268,4,2,3,1586,0,0,0,1,0,1,0,0
4,2,273,5,1,1,5012,0,1,0,0,1,0,0,0
3,2,225,3,1,3,5529,0,1,0,0,0,1,1,0
4,2,221,3,1,10,5632,0,0,0,0,1,0,1,0
4,2,185,3,1,8,4322,0,0,0,1,0,0,1,1
3,5,242,3,2,3,2268,0,0,0,0,1,0,0,1
5,3,191,3,3,6,4244,0,0,0,0,0,1,0,0
3,3,132,2,2,8,5810,1,0,0,0,0,1,0,1
4,5,272,2,2,9,5055,0,0,1,0,0,1,1,1
3,3,307,5,1,3,1578,0,0,0,0,0,1,0,1
4,4,271,3,1,3,4152,0,1,0,0,0,0,1,0
3,4,132,2,2,12,1493,1,0,0,0,0,0,1,1
3,5,254,3,1,6,4703,0,0,0,0,0,0,1,0
4,3,210,3,2,6,2568,1,0,0,0,0,1,0,1
4,4,164,2,1,9,1949,0,0,1,0,1,0,0,1
4,2,183,4,1,15,3632,0,0,0,0,0,1,1,1
5,4,175,4,1,4,4505,0,0,0,0,0,0,1,0
2,1,219,4,1,7,5573,0,0,1,0,0,1,1,1
5,1,257,6,1,2,1258,0,0,0,1,0,1,1,1
4,4,144,3,1,6,4137,0,0,0,1,0,1,1,1
4,4,224,2,1,8,5754,0,0,0,0,0,1,0,1
5,3,206,2,2,7,4531,1,0,0,0,0,0,1,1
2,2,264,3,2,1,4518,0,1,0,0,0,0,1,0
3,3,260,2,1,7,5738,0,1,0,0,0,1,1,0
3,5,185,2,2,27,3624,0,0,0,0,0,1,1,1
3,1,242,8,2,4,4943,0,0,0,0,0,1,1,0
5,5,272,2,1,1,4883,0,0,0,0,0,0,1,1
3,2,164,4,2,10,4560,0,0,0,1,0,1,0,1
5,3,243,5,1,9,1312,0,1,0,0,0,1,0,1
3,2,169,2,1,6,4033,0,0,0,1,0,1,1,0
4,2,275,3,2,26,2449,0,1,0,0,0,1,1,1
4,5,160,6,1,4,4684,0,1,0,0,0,1,0,1
5,2,260,3,1,22,2935,0,0,0,0,0,0,0,1
3,4,134,2,2,43,1198,0,1,0,0,0,1,1,1
5,2,275,4,2,10,1141,0,0,0,0,0,0,0,1
3,2,147,4,1,13,1657,0,0,0,0,0,1,1,1
6,4,286,4,2,1,1570,0,0,0,0,0,1,0,0
5,4,242,5,2,2,1717,0,0,1,0,0,0,0,1
6,4,294,4,2,5,1174,0,1,0,0,1,0,1,0
3,4,111,5,2,1,4102,0,0,0,1,0,1,0,0
3,4,212,3,1,6,5935,0,0,1,0,1,0,1,1
4,3,251,3,2,5,4206,1,0,0,0,0,1,1,0
6,1,232,5,3,10,4345,0,0,0,0,0,1,1,0
4,5,253,7,2,11,3825,0,0,0,0,0,1,0,1
3,1,239,2,2,2,5757,1,0,0,0,0,1,0,1
5,5,265,5,2,1,1568,0,0,0,1,0,1,1,0
5,3,242,5,1,6,1681,0,0,0,1,0,1,0,0
3,4,262,3,1,7,2424,0,1,0,0,1,0,1,1
5,1,269,6,2,8,1341,0,0,1,0,0,1,0,0
5,1,274,3,2,58,2098,0,0,0,0,0,0,1,1
6,4,305,4,1,1,1384,0,0,1,0,1,0,0,0
4,2,161,3,1,8,4382,0,0,0,1,0,1,0,0
4,2,168,2,2,1,5154,0,1,0,0,0,1,1,0
4,1,180,3,1,1,5677,0,0,1,0,0,1,0,0
4,4,219,2,2,7,4604,0,1,0,0,0,1,1,0
4,4,184,3,3,27,3967,0,0,0,0,1,0,0,1
5,3,238,5,1,1,1871,0,0,0,1,0,0,1,1
7,3,307,4,1,1,1793,0,1,0,0,0,0,1,1
2,1,180,2,2,31,1078,0,1,0,0,0,1,0,1
6,4,265,4,1,9,1511,0,0,0,0,0,1,0,0
3,3,267,2,1,18,2435,0,0,1,0,0,1,1,1
5,5,251,5,2,10,1683,0,1,0,0,0,1,0,0
3,4,223,10,1,9,4337,0,0,0,1,0,0,0,0
2,5,270,6,2,1,5675,0,0,1,0,0,1,0,0
4,3,157,3,2,9,4990,0,0,0,1,0,1,1,0
5,1,172,2,1,9,1723,0,0,0,0,0,1,0,0
3,2,173,3,1,15,1992,0,0,0,0,0,1,0,1
5,4,274,5,1,6,1969,0,0,0,1,0,1,1,0
4,5,143,3,2,2,5286,0,1,0,0,0,1,1,1
4,3,239,3,1,28,2741,0,0,0,1,0,1,0,1
4,1,214,5,2,6,4573,0,0,0,1,0,0,0,1
5,1,217,2,2,6,5518,0,0,0,0,0,1,1,0
4,3,266,2,2,6,4286,0,0,0,1,0,1,1,1
4,5,273,5,1,2,1441,0,0,0,0,0,0,1,0
4,5,264,3,2,57,3753,0,0,1,0,0,1,1,1
4,2,271,3,2,50,3448,0,0,1,0,0,1,1,1
3,3,172,6,2,5,5366,0,0,0,1,0,1,0,1
4,4,242,2,2,6,5866,0,0,0,1,0,0,1,0
4,4,146,2,2,5,4356,0,0,1,0,1,0,0,0
5,1,240,5,1,2,1400,0,1,0,0,0,1,1,1
5,3,203,2,2,4,4311,0,0,0,0,1,0,1,1
6,5,289,4,1,5,1600,1,0,0,0,0,1,1,1
4,1,214,2,1,10,4447,0,1,0,0,0,1,0,0
4,2,237,2,1,1,5261,0,0,0,1,0,1,0,0
4,5,189,2,2,6,5439,1,0,0,0,0,1,1,1
5,1,194,3,2,32,3003,0,1,0,0,0,1,0,1
4,3,144,2,1,5,4882,0,0,0,1,0,1,0,0
6,2,260,5,1,9,1667,1,0,0,0,0,1,0,1
4,1,181,4,1,46,2399,0,0,1,0,0,1,0,1
4,2,185,3,1,27,3410,0,0,0,1,0,0,1,1
4,2,211,2,1,9,5883,0,0,0,1,0,1,0,1
4,4,196,3,1,11,3244,1,0,0,0,0,1,0,1
4,4,221,4,2,14,2932,0,0,0,1,0,0,1,1
3,1,159,2,2,44,1806,0,0,0,0,1,0,0,1
6,3,219,5,1,9,1483,1,0,0,0,0,1,1,1
6,2,271,4,2,3,1636,0,1,0,0,0,0,1,0
5,2,192,3,3,7,5695,1,0,0,0,0,1,0,1
7,2,300,4,2,10,1179,0,0,1,0,0,1,0,0
2,1,249,3,1,11,2534,0,1,0,0,0,1,1,1
3,4,134,3,3,6,5680,1,0,0,0,0,1,0,0
5,5,270,5,1,5,1852,0,1,0,0,0,1,1,1
5,2,225,5,1,5,1015,1,0,0,0,0,1,1,0
4,4,245,6,1,6,1437,1,0,0,0,0,1,0,1
4,5,192,4,1,10,4691,1,0,0,0,0,0,0,0
3,1,204,10,2,5,5375,0,0,0,1,0,1,1,0
5,2,222,5,1,5,1329,0,0,0,1,0,1,0,0
4,4,171,2,1,4,4962,1,0,0,0,0,1,1,0
6,4,257,6,1,7,4265,1,0,0,0,0,1,0,0
4,3,184,4,1,4,4030,0,1,0,0,0,1,1,1
3,4,230,2,2,15,2302,1,0,0,0,0,1,0,1
5,3,266,3,2,4,4195,0,0,0,0,0,1,0,0
4,5,200,4,1,1,4885,0,0,1,0,0,1,0,0
3,3,225,3,2,7,4961,0,0,0,0,0,1,0,1
5,1,177,2,2,9,4881,0,0,0,0,1,0,1,0
7,3,296,4,2,8,1826,0,0,0,0,0,1,1,1
3,1,186,2,2,3,5818,0,1,0,0,1,0,1,0
4,1,168,2,2,1,5698,0,1,0,0,0,1,0,1
2,1,168,4,1,6,4800,1,0,0,0,0,0,1,0
4,1,208,3,2,8,4890,0,0,0,1,0,1,0,1
4,2,208,3,3,17,2777,0,0,0,1,0,1,1,1
4,1,136,3,2,4,5060,1,0,0,0,0,1,0,1
3,2,102,4,2,57,1220,0,0,0,1,0,1,1,1
3,3,135,3,1,8,1074,0,0,0,1,0,1,1,1
4,2,177,3,2,5,5757,0,0,0,0,0,1,1,0
4,4,161,3,1,2,5257,0,1,0,0,0,1,1,0
4,5,170,2,1,57,1533,0,0,0,1,0,1,0,1
4,3,191,3,2,1,4219,0,0,0,1,0,1,1,0
3,2,227,3,2,6,5058,0,1,0,0,0,1,1,0
3,1,218,3,1,4,2304,0,1,0,0,0,1,1,1
3,1,236,3,2,28,3290,1,0,0,0,0,1,1,1
4,3,274,5,1,5,1512,0,0,0,1,0,1,1,0
4,3,217,2,2,2,5442,0,0,1,0,1,0,0,0
4,5,250,3,1,2,5206,0,1,0,0,0,1,0,0
2,1,255,2,2,9,5936,0,0,0,0,0,1,1,1
5,2,264,8,3,2,5252,0,0,0,0,0,0,1,1
5,5,192,3,2,3,4015,0,0,0,1,0,1,1,1
5,4,229,3,1,1,5660,0,0,0,1,0,1,1,0
4,5,248,2,2,4,4789,0,0,0,1,1,0,1,1
3,3,145,3,2,1,5709,0,0,1,0,1,0,1,0
3,2,221,2,1,10,4312,0,1,0,0,1,0,0,0
4,5,217,5,1,3,1572,1,0,0,0,1,0,0,1
4,1,224,2,1,10,4653,0,1,0,0,0,1,1,1
6,4,292,4,2,1,1372,0,0,0,0,0,1,0,1
2,1,255,3,2,1,5929,0,0,0,0,0,1,0,0
4,4,216,6,1,5,1272,0,0,0,0,0,0,1,0
4,2,250,3,1,5,4488,0,0,1,0,0,0,1,1
4,2,173,3,3,3,5364,0,1,0,0,0,1,0,0
4,3,264,6,2,10,1962,0,0,0,1,0,1,0,1
4,3,141,2,1,8,4331,1,0,0,0,1,0,0,0
3,1,257,4,1,8,4692,0,0,0,0,0,1,1,1
6,5,154,10,2,48,1990,0,0,0,1,0,1,0,1
4,2,204,8,1,1,4038,0,1,0,0,0,1,0,1
5,4,236,3,2,1,5711,0,0,0,0,0,0,0,0
5,1,251,4,1,1,5011,0,1,0,0,0,1,1,1
5,2,181,3,1,4,4323,0,1,0,0,0,1,1,0
6,5,244,4,2,2,1980,0,0,0,1,0,1,0,0
5,5,259,5,1,9,1624,1,0,0,0,1,0,0,0
4,5,254,3,1,7,4363,0,1,0,0,0,1,0,0
4,5,171,4,1,4,5265,0,0,0,0,0,1,0,0
4,4,224,10,2,9,4149,1,0,0,0,0,1,0,0
4,4,218,5,2,36,2995,0,0,0,0,1,0,0,1
3,1,135,2,2,2,4163,0,1,0,0,0,1,1,0
4,2,222,2,2,16,2518,0,0,0,0,0,1,0,1
5,4,250,3,1,11,3373,0,0,0,0,0,0,0,1
5,1,248,4,1,6,1944,0,0,0,1,0,0,0,1
7,2,307,4,2,2,1073,0,0,0,0,0,0,1,0
6,2,293,4,1,7,1477,0,0,0,0,0,0,0,0
3,4,176,3,2,4,5623,0,0,0,1,0,1,1,0
5,1,170,4,3,6,5258,0,0,0,1,0,1,1,1
6,3,253,4,2,9,1823,0,1,0,0,0,1,0,0
3,5,198,4,1,10,4829,0,1,0,0,0,1,0,0
7,1,264,4,2,2,1540,0,0,0,0,1,0,0,0
3,2,243,2,2,26,2719,0,0,0,1,0,1,1,1
6,3,223,6,2,29,2980,0,0,0,1,0,1,1,1
5,4,230,3,2,6,4257,1,0,0,0,0,1,1,0
6,5,281,4,1,8,1241,1,0,0,0,0,1,1,1
2,3,226,3,2,8,5106,1,0,0,0,0,1,1,1
3,5,136,2,3,1,4971,0,0,0,1,1,0,0,0
6,4,279,4,1,10,1462,0,0,0,0,0,0,0,1
3,2,200,2,2,46,3174,0,0,0,1,0,1,0,1
4,1,240,3,1,50,2430,0,0,0,0,0,1,1,1
6,4,116,3,1,6,4649,0,0,1,0,1,0,1,0
2,1,296,5,2,29,1648,0,0,0,1,1,0,1,1
5,4,178,6,2,10,5197,0,1,0,0,0,1,1,0
6,2,294,4,2,10,1148,0,0,0,0,1,0,1,0
4,5,223,3,2,7,5832,0,0,1,0,0,0,1,1
4,1,221,5,2,22,3075,0,0,0,1,0,1,1,1
3,4,156,2,2,10,5107,1,0,0,0,0,1,0,1
5,5,147,2,2,19,1936,0,0,1,0,0,0,1,1
2,4,134,3,1,58,1067,0,1,0,0,0,1,1,1
4,1,272,2,2,5,5252,1,0,0,0,0,1,0,0
5,3,210,3,1,5,4560,0,0,1,0,0,1,1,1
3,5,198,3,1,2,3417,0,0,0,1,0,1,1,1
3,1,201,4,2,9,5721,0,0,0,0,1,0,0,1
5,1,169,4,2,4,4541,0,0,1,0,0,1,1,0
5,4,236,5,2,4,1948,0,0,1,0,1,0,0,0
6,5,299,4,1,2,1192,0,0,1,0,0,0,1,0
5,3,229,2,2,1,5294,0,0,0,1,0,1,0,1
5,4,269,3,2,15,2522,0,0,1,0,1,0,1,1
4,5,135,3,1,1,5013,1,0,0,0,0,1,1,0
3,4,148,2,1,5,4693,0,1,0,0,0,0,0,1
5,1,262,5,2,9,1893,0,1,0,0,0,1,0,0
3,1,150,2,1,6,5355,0,1,0,0,0,1,0,0
5,4,275,2,2,7,5292,0,0,0,1,0,1,1,0
5,1,168,2,1,10,4240,1,0,0,0,1,0,0,0
5,2,221,5,1,2,1855,0,0,0,1,1,0,0,0
4,2,172,3,1,1,1182,0,0,1,0,0,1,1,1
4,2,255,5,2,2,1186,0,0,1,0,1,0,1,1
4,4,148,2,1,4,5437,0,0,0,1,0,0,1,0
5,2,243,2,2,58,2758,0,1,0,0,0,1,1,1
4,5,113,3,1,52,1741,1,0,0,0,0,1,0,1
5,3,265,3,2,30,2293,1,0,0,0,0,0,1,1
4,1,227,3,2,54,3043,0,1,0,0,0,0,1,1
3,2,214,2,2,3,1983,0,0,0,0,0,1,1,1
3,5,204,4,1,6,4879,1,0,0,0,0,1,1,1
2,4,264,3,2,6,4025,0,0,0,1,0,0,0,1
2,1,202,2,2,5,4456,0,0,0,0,0,1,0,0
5,1,267,6,1,3,1803,0,1,0,0,0,1,1,0
4,4,258,2,2,5,4562,0,1,0,0,0,1,0,0
4,5,229,2,2,1,4869,1,0,0,0,0,1,0,0
3,4,186,3,2,4,5501,0,0,0,1,0,1,0,1
3,1,207,2,1,7,5596,0,0,0,1,0,1,0,0
5,5,147,4,3,42,1642,0,0,1,0,0,0,0,1
4,4,184,3,1,52,3128,0,0,1,0,0,1,0,1
4,5,230,2,1,38,2890,0,0,1,0,0,0,0,1
3,1,140,2,2,55,1339,0,0,0,0,0,1,0,1
3,2,169,2,3,30,1698,0,0,0,1,0,1,1,1
3,1,258,2,2,11,2791,0,0,0,1,1,0,1,1
6,5,285,7,2,9,4112,0,0,0,0,0,1,1,0
6,2,256,4,1,6,1507,0,0,1,0,0,1,0,0
2,1,228,2,1,2,5435,1,0,0,0,0,1,0,0
4,5,151,3,2,10,5275,0,1,0,0,0,1,0,0
3,5,191,4,1,4,4008,0,0,1,0,0,1,1,1
5,3,194,3,1,1,4331,0,0,0,1,0,1,0,0
5,4,145,4,1,4,4790,0,1,0,0,0,1,1,0
3,3,181,2,2,52,3236,0,0,0,1,1,0,0,1
4,4,183,2,1,7,4572,0,0,0,1,1,0,0,1
5,3,154,2,1,3,5440,0,0,1,0,0,0,1,1
2,3,275,3,2,10,4183,1,0,0,0,0,1,1,1
5,3,257,5,1,7,1451,0,0,0,0,1,0,0,1
4,1,261,6,1,6,5861,0,0,0,0,0,1,0,0
5,2,253,5,2,6,1326,0,1,0,0,0,1,1,0
2,5,135,6,2,9,5777,0,0,0,1,0,1,0,1
4,3,170,3,2,2,5330,0,0,1,0,0,1,0,1
6,4,286,4,2,5,4262,0,1,0,0,1,0,0,0
7,1,245,4,2,4,1653,1,0,0,0,0,1,1,1
6,2,251,4,2,6,1864,0,0,0,1,0,1,0,0
3,4,240,2,2,2,3729,0,0,0,0,0,1,0,1
2,3,130,3,1,48,1801,0,0,0,0,0,1,0,1
3,2,156,8,2,6,5637,0,0,0,0,0,1,1,1
2,4,162,3,3,2,5893,0,0,0,1,0,1,0,1
3,2,233,3,1,63,2143,0,0,0,1,0,1,1,1
4,2,187,2,2,7,4470,1,0,0,0,0,1,1,1
3,1,110,4,2,6,5474,0,0,0,0,0,1,0,1
4,4,185,2,2,1,4729,0,1,0,0,1,0,0,0
3,1,144,2,2,8,5378,0,0,0,0,0,1,1,1
4,4,169,4,2,8,5493,0,0,1,0,0,1,0,0
4,5,247,5,2,6,1737,0,0,0,1,0,0,1,0
5,5,263,8,2,9,2236,0,0,0,1,0,1,0,1
4,5,237,5,1,2,1357,0,0,0,1,0,1,1,1
3,1,234,3,3,60,2596,0,1,0,0,0,1,0,1
3,2,185,3,2,47,2467,0,0,1,0,0,1,1,1
4,3,235,3,1,4,5289,0,0,1,0,0,0,0,1
4,5,190,3,1,2,4554,0,0,0,1,0,1,1,0
3,5,253,2,2,17,2205,1,0,0,0,0,1,1,1
4,5,208,2,1,4,5831,0,0,0,0,0,1,0,0
3,2,134,3,2,54,1932,0,1,0,0,0,1,0,1
3,1,171,2,2,6,5704,0,0,0,0,0,1,0,1
3,5,138,2,2,1,4881,0,1,0,0,0,0,1,1
2,3,274,3,3,24,3829,0,1,0,0,0,1,0,1
4,5,198,3,1,2,4272,0,0,0,0,1,0,1,0
6,1,206,6,2,8,4243,0,1,0,0,0,1,0,1
3,3,206,2,2,62,3558,0,0,0,0,0,0,1,1
4,2,133,3,2,5,5950,0,0,0,1,1,0,0,0
4,2,158,4,1,45,1758,1,0,0,0,0,1,0,1
3,1,156,3,2,9,4278,0,0,1,0,0,1,1,0
4,5,134,10,2,5,4244,1,0,0,0,1,0,1,0
4,3,226,2,1,8,4526,1,0,0,0,0,1,0,0
5,2,263,4,1,3,1740,0,1,0,0,0,1,1,1
4,1,237,5,2,5,1154,0,1,0,0,0,1,1,1
3,4,200,3,2,49,2942,1,0,0,0,1,0,0,1
4,5,196,4,1,10,1694,0,0,0,1,0,1,1,1
3,3,219,6,1,10,1116,0,0,1,0,0,1,1,0
5,1,248,3,1,37,3830,0,1,0,0,0,1,1,1
4,4,140,8,2,2,5481,0,1,0,0,0,1,0,0
6,5,260,4,3,10,2756,0,0,0,0,1,0,1,1
4,5,219,2,3,4,4069,0,0,1,0,0,1,1,1
4,4,249,6,1,1,1398,0,0,0,0,1,0,0,1
5,1,162,3,2,1,5537,0,0,0,1,0,0,0,0
5,4,173,3,1,9,5432,0,0,1,0,1,0,1,0
3,4,199,3,2,3,4067,0,0,0,1,0,1,0,0
4,5,212,4,1,21,1014,1,0,0,0,0,1,1,1
6,2,271,10,2,2,4145,0,0,1,0,0,1,0,0
4,2,265,4,2,3,4120,0,0,0,1,0,1,0,1
5,1,242,5,2,8,1382,0,0,0,1,0,1,1,1
5,2,222,3,2,10,5644,0,1,0,0,1,0,1,1
4,5,198,6,2,6,5380,1,0,0,0,0,1,0,0
2,5,170,5,1,10,5621,0,0,1,0,1,0,0,1
2,1,163,3,1,3,5873,1,0,0,0,0,1,0,1
4,4,272,2,1,10,4826,0,1,0,0,0,1,1,1
3,5,193,3,2,4,5817,1,0,0,0,0,1,0,0
4,3,161,3,3,7,4799,0,1,0,0,0,1,0,1
6,1,256,4,1,7,1372,0,0,0,1,1,0,0,1
4,2,166,3,1,62,1944,0,0,0,0,0,1,1,1
2,2,310,3,1,1,1549,1,0,0,0,0,0,1,1
2,5,248,6,1,62,2750,0,0,0,1,0,1,0,1
3,2,257,2,2,8,4242,0,0,0,1,1,0,1,1
5,4,237,6,2,2,4541,1,0,0,0,0,1,1,0
3,2,236,2,2,2,4239,0,0,0,0,0,1,1,1
5,2,214,6,1,3,3234,1,0,0,0,0,1,0,1
5,5,261,5,2,9,5385,1,0,0,0,0,1,1,0
3,3,199,2,1,4,3553,0,0,1,0,1,0,1,1
4,1,132,2,2,1,5025,0,0,0,1,0,1,1,1
3,5,189,3,1,61,2203,0,1,0,0,1,0,0,1
5,3,146,3,1,41,1204,0,0,0,1,0,0,1,1
4,4,264,2,1,35,2336,0,0,0,1,0,1,1,1
3,1,235,10,1,7,2991,0,0,0,0,0,1,1,1
3,2,176,3,1,29,1953,0,0,0,1,0,1,0,1
4,4,141,3,1,22,1735,1,0,0,0,0,1,1,1
3,4,192,4,2,3,4030,0,0,1,0,1,0,1,0
3,4,151,4,2,1,4587,0,0,1,0,1,0,0,1
3,3,243,3,2,27,2052,0,0,0,1,0,1,0,1
5,5,141,3,3,41,1367,0,1,0,0,0,1,1,1
4,2,199,2,2,4,3351,0,0,0,1,0,1,0,1
3,2,269,2,2,1,4978,1,0,0,0,0,0,0,0
3,3,268,3,1,33,3872,0,0,1,0,0,0,0,1
3,5,251,3,2,59,3651,1,0,0,0,0,1,1,1
4,4,213,4,1,2,5857,0,0,0,1,0,0,1,1
6,4,271,4,1,6,1503,0,0,0,1,0,1,0,0
5,5,228,3,2,8,4731,0,0,0,0,0,1,0,1
5,5,141,3,1,4,4534,0,0,0,1,0,1,1,0
3,3,238,2,2,4,4206,1,0,0,0,0,1,0,0
3,3,150,3,1,5,5328,1,0,0,0,0,1,1,0
2,2,184,3,2,46,2484,0,1,0,0,0,0,0,1
4,5,260,3,1,10,4331,0,1,0,0,0,0,1,0
4,5,144,2,1,2,4978,0,1,0,0,0,1,1,0
5,2,156,4,1,8,5014,0,1,0,0,0,1,1,0
3,1,196,2,1,10,4141,0,1,0,0,0,1,1,1
5,1,186,2,3,52,3981,0,0,1,0,0,1,0,1
3,4,274,3,2,19,3076,0,0,0,1,0,1,1,1
2,5,147,2,2,8,5499,0,0,0,1,1,0,0,0
5,1,233,3,1,10,5289,0,0,0,0,0,1,1,0
4,2,223,3,3,5,4282,0,0,0,1,0,1,1,0
5,1,210,3,1,9,2944,1,0,0,0,0,1,0,1
5,2,249,3,1,9,5978,1,0,0,0,0,1,1,1
3,5,196,3,1,1,5303,0,1,0,0,0,1,1,1
4,4,229,2,1,9,5672,0,0,1,0,0,1,0,1
5,4,269,2,1,9,5517,0,0,0,0,0,1,0,0
4,4,206,3,2,33,2804,1,0,0,0,1,0,0,1
4,3,257,3,2,5,2489,0,0,0,1,0,1,1,1
3,5,214,8,3,50,3628,0,0,0,0,0,0,1,1
2,2,168,5,2,1,1885,0,0,1,0,0,1,0,1
5,3,236,4,2,7,4308,0,0,0,1,0,1,1,0
4,4,248,3,2,59,2868,1,0,0,0,1,0,1,1
3,2,220,3,1,7,5503,0,0,0,1,0,1,0,0
2,4,221,3,1,3,4076,0,1,0,0,0,1,0,0
5,3,201,2,1,4,3757,1,0,0,0,0,1,1,1
3,2,204,2,2,35,2090,0,0,1,0,1,0,0,1
5,2,225,3,2,29,2411,0,0,1,0,1,0,0,1
4,3,175,2,2,3,4961,0,0,1,0,0,1,1,1
5,1,241,5,1,5,1116,0,0,0,1,0,1,0,1
5,1,217,2,2,10,4264,0,1,0,0,0,1,0,0
4,2,252,6,2,2,5476,1,0,0,0,1,0,1,0
3,4,254,3,3,4,5830,0,0,0,0,0,1,1,1
4,2,142,2,2,5,4062,0,0,0,0,0,1,0,0
5,1,199,2,2,7,4660,0,0,0,1,1,0,1,1
2,4,121,5,1,32,1788,0,0,1,0,0,1,1,1
6,4,275,4,1,3,1182,0,0,1,0,0,1,0,0
3,1,135,2,1,7,5682,0,0,0,1,1,0,1,0
4,2,201,2,2,6,5729,0,0,0,1,0,1,1,0
4,1,200,2,1,9,4808,0,0,0,0,0,0,0,1
